"","Phylum","Class","Order","Family","Genus","Species","Subspecies","Strain","GOLD_Organism_ID","GOLD_Project_ID","IMG_Genome_ID","NCBI_Taxonomy_ID","NCBI_Phylum","NCBI_Class","NCBI_Order","NCBI_Family","NCBI_Genus","NCBI_Species","Article_Url","Metabolic_Traits","AI_Predicted"
"1376","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Caviibacter","abscessus","NA","CCUG 39713T, DSM 101949T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01523","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"1377","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Caviibacterium","pharyngocola","NA","7.3, CCUG 16493, DSM 105478","Go0450915","Gp0315334","2788500101","28159","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Caviibacterium","pharyngocola","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01843","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","Y"
"1378","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cecembia","calidifontis","NA","RQ-33, DSM 23411, LMG 24596","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01443","NA:NA:NA:NA:NA:NA","Y"
"1379","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cecembia","lonarensis","NA","LW9, CCUG 58316, KCTC 22772","Go0024518","Gp0024518","2519899594","1225176","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cecembia","lonarensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01443","NA:NA:NA:NA:NA:NA","Y"
"1380","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cecembia","rubra","NA","YIM 78110, DSM 28057, CCTCC AB2013287","Go0367368","Gp0207588","2728369475","1485585","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cecembia","rubra","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01443","NA:NA:NA:NA:NA:NA","Y"
"1381","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Cedecea","davisae","NA","ATCC 33431, CDC 3278-77, CIP 80.34","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01142","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"1382","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Cedecea","lapagei","NA","ATCC 33432, CDC 0485-76, CIP 80.35","Go0027781","Gp0027781","NA","158823","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea","lapagei","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01142","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"1383","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Cedecea","neteri","NA","ATCC 33855, CDC 0621-75","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01142","Fermentation:Glucose:Glucose:Glucose:Endogenous:NA","N"
"1384","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","baekdonensis","NA","L-6, DSM 27375, CCUG 60799, KCTC 23497","Go0044168","Gp0113050","2616644820","875171","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","baekdonensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01708","NA:NA:NA:NA:NA:NA","Y"
"1385","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","ethanolicus","NA","NH195, CGMCC 1.15406, JCM 31095","Go0139374","Gp0144443","2728369167","1758178","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","ethanolicus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01708","NA:NA:NA:NA:NA:NA","Y"
"1386","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","halophilus","NA","DSM 26270, ZXM137, MCCC 1A06432, CGMCC 1.8891, LMG 24854","Go0111306, Go0103644","Gp0103644, Gp0113071","2593339274, 2617270905","576117","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","halophilus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01708","NA:NA:NA:NA:NA:NA","Y"
"1387","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","indicus","NA","P73, DSM 27257, LMG 27600, MCCC 1A01112","Go0033486","Gp0033486, Gp0148722","2528768207, 2693429899","1208324","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","indicus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01708","NA:NA:NA:NA:NA:NA","Y"
"1388","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","manganoxidans","NA","DY2-5, DSM 27541, JCM 19384, KCTC 32473","Go0511025","Gp0401079","2828402302","1411902","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","manganoxidans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01708","NA:NA:NA:NA:NA:NA","Y"
"1389","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","marinus","NA","IMCC12053, DSM 100036, KACC 17482, NBRC 109702","Go0143336, Go0118667","Gp0124227, Gp0148868","2654587720, 2693429905","1397108","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","marinus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01708","NA:NA:NA:NA:NA:NA","Y"
"1390","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","naphthalenivorans","NA","EMB201, KACC 18393, JCM 30679","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01708","NA:NA:NA:NA:NA:NA","Y"
"1391","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","neptunius","NA","H 14, DSM 26471, CIP 109922, KMM 6012","Go0110986","Gp0112463","2617270870","588602","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","neptunius","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01708","NA:NA:NA:NA:NA:NA","Y"
"1392","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","persicus","NA","SBU1, MCCC 1A00672","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01708","NA:NA:NA:NA:NA:NA","Y"
"1393","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","flavigena","NA","ATCC 482, CCUG 12162, CCUG 28996, CFBP 4223, CIP 82.10, DSM 20109, NBRC 3754, JCM 1489, LMG 16263, NCAIM B.01383, VKM Ac-1137","Go0006717","Gp0006717","646564520","446466","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","flavigena","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1394","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","biazotea","NA","ATCC 486, CFBP 4269, CIP 82.11, DSM 20112, NBRC 12680, JCM 1340, LMG 16695, NCAIM B.01385, VKM Ac-1410","Go0029336","NA","NA","1709","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","biazotea","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1395","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","bogoriensis","NA","69B4, CIP 108683, DSM 16987","Go0047813","Gp0047813","2651869835","1386082","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","bogoriensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1396","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","cellasea","NA","ATCC 487, CFBP 4260, CIP 102222, DSM 20118, NBRC 3753, JCM 9967, LMG 16323, NCCB 29015, VKM Ac-1136","Go0029918","Gp0108918","2630968797","1408250","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","cellasea","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1397","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","composti","NA","TR7-06, JCM 14898, KCTC 19030, NBRC 100758","Go0093125","Gp0093125","2734481969","1305857","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","composti","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1398","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","denverensis","NA","W6929, ATCC BAA-788, CCUG 18431, DSM 15764, JCM 14733","Go0093124","Gp0093124","2734481980","1305869","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","denverensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1399","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","fimi","NA","ATCC 484, CCUG 24087, CFBP 4254, CIP 102114, DSM 20113, HAMBI 93, NBRC 15513, JCM 1341, LMG 16345, NCAIM B.01386, NCCB 29016, NCTC 7547, VKM Ac-1411","Go0004772","Gp0004772","2505679089","590998","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","fimi","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1400","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","gelida","NA","ATCC 488, CFBP 4257, CIP 102221, DSM 20111, NBRC 3748, JCM 1490, LMG 16697","Go0576046, Go0573245","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1401","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","hominis","NA","ATCC 51964, CCUG 34783, CIP 104574, DMMZ CE40, DSM 9581, NBRC 16055, JCM 12133, LMG 17240","Go0093099, Go0027455","Gp0093099, Gp0456019","2734481979, 2856438371","156981, 1305868","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","hominis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1402","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","humilata","NA","ATCC 25174, CCUG 35596, CIP 104614, JCM 11945, NRRL B-3752","Go0018710","NA","NA","144055","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","humilata","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1403","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","iranensis","NA","O, ATCC 700643, DSM 14785, JCM 12410, NBRC 16734, NBRC 101100","Go0093157, Go0024445","Gp0024445, Gp0093157, Gp0502558","2731957583, 2734481977","76862, 1223509","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","iranensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1404","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","persica","NA","I, ATCC 700642, DSM 14784, JCM 12411, NBRC 16733, NBRC 101101","Go0027971","NA","NA","76861","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","persica","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1405","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","terrae","NA","DB5, JCM 14899, KCTC 19081, NBRC 100819","Go0093634","Gp0093634","2734481970","1305858","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","terrae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1406","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","uda","NA","ATCC 491, CFBP 4256, CIP 102089, DSM 20107, NBRC 3747, JCM 1492, LMG 16327, NCAIM B.01382, VKM Ac-1140","Go0029344","NA","NA","1714","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","uda","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1407","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","xylanilytica","NA","XIL11, CECT 5729, JCM 14281, LMG 21723, NBRC 101102","Go0093635","Gp0093635","2681813035","1305856","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","xylanilytica","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00063","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1408","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","algicola","NA","IC166, ACAM 630, DSM 14237, CIP 107446, LMG 21425","Go0004500","Gp0004500","649633031","688270","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","algicola","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00300.pub2","NA:NA:NA:NA:NA:NA","N"
"1409","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","baltica","NA","NN015840, ATCC 700862, CIP 106307, LMG 18535, NCIMB 13610","Go0027894","NA","NA","76594","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","baltica","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00300.pub2","NA:NA:NA:NA:NA:NA","N"
"1410","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","fucicola","NA","NN015860, ATCC 700863, CIP 106308, LMG 18536, IAM 15330, JCM 21778, NCIMB 13611","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00300.pub2","NA:NA:NA:NA:NA:NA","N"
"1411","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","geojensis","NA","M-M6, KCTC 23498, CCUG 60801","Go0043519","NA","NA","935699","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","geojensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00300.pub2","NA:NA:NA:NA:NA:NA","N"
"1412","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","lytica","NA","ATCC 23178, CIP 103822, DSM 7489, IFO 14961, JCM 8516, LMG 1344, VKM B-1433, R.A. Lewin LIM-21, Reichenbach Cy 120, Reichenbach Cy12","Go0004501","Gp0004501","649633032","867900","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","lytica","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00300.pub2","NA:NA:NA:NA:NA:NA","N"
"1413","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","pacifica","NA","R-3664, JCM 11735, KMM 3664, LMG 21938, CIP 108317, NBRC 101531","Go0027123","NA","NA","219707","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","pacifica","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00300.pub2","NA:NA:NA:NA:NA:NA","N"
"1414","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","tyrosinoxydans","NA","EM41, KCTC 22297, DSM 21164","Go0103626","Gp0103626","2595698249","504486","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","tyrosinoxydans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00300.pub2","NA:NA:NA:NA:NA:NA","N"
"1415","Firmicutes","Clostridia","Clostridiales","Cellulosilytiaceae","Cellulosilyticum","lentocellum","NA","RHM5, ATCC 49066, DSM 5427, NCIMB 11756","Go0005694","Gp0005694","650716026","642492","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum","lentocellum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01382","Fermentation:NA:NA:NA:Endogenous:Acetate;Fermentation:NA:NA:NA:Endogenous:NA","N"
"1416","Firmicutes","Clostridia","Clostridiales","Cellulosilytiaceae","Cellulosilyticum","ruminicola","NA","H1, CGMCC 1.5065, JCM 14822","Go0031244","Gp0031244","2667527401","1294025","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum","ruminicola","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01382","Fermentation:NA:NA:NA:Endogenous:Acetate;Fermentation:NA:NA:NA:Endogenous:NA","N"
"1417","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","cellulans","NA","ATCC 12830, CCUG 50776, CFBP 4267, CIP 103404, DSM 43879, HAMBI 95, NBRC 15516, JCM 9965, LMG 16221, NRRL B-2768, VKM Ac-1412","Go0106905","Gp0106905","2623620579","1710","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","cellulans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00127","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1418","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","funkei","NA","W6122, ATCC BAA-886, DSM 16025, CCUG 50705, JCM 14302","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00127","Fermentation:NA:NA:NA:Endogenous:NA","N"
"1419","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","terreum","NA","DS-61, KCTC 19206, JCM 15619, DSM 18665","Go0574562, Go0573739","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00127","Fermentation:NA:NA:NA:Endogenous:NA","N"
"1420","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Cellvibrio","mixtus","mixtus","UQM 2601","Go0212634","NA","NA","39650","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","mixtus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01208","NA:NA:NA:NA:NA:NA","N"
"1421","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Cellvibrio","mixtus","dextranolyticus","UQM 1666","Go0212643, Go0032534","NA","NA","39650","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","mixtus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01208","NA:NA:NA:NA:NA:NA","N"
"1422","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Centipeda","periodontii","NA","LL2383, ATCC 35019, CCUG 44586, CIP 105322, DSM 2778","Go0005256","Gp0005256","651324021","888060","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Centipeda","periodontii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00694","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"1423","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Cephaloticoccus","capnophilus","NA","CV41, NCIMB 15005, ATCC TSD-39, DSM 100879","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01513","NA:NA:NA:NA:NA:NA","N"
